# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984 ensemble",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Omega,Phi,Kappa,Accuracy_X/Y/Z_(m),Accuracy_Omega/Phi/Kappa_(deg),Error_(m),X_error,Y_error,Z_error,Error_(deg),Omega_error,Phi_error,Kappa_error,X_est,Y_est,Z_est,Omega_est,Phi_est,Kappa_est,X_var,Y_var,Z_var,Omega_var,Phi_var,Kappa_var
IMG_1905.jpg,107.554519,-6.869953,782.580137,10.000000,1.257259,-1.118784,10.000000,10.000000,1.205272,-1.071629,-0.510949,0.207897,94.155684,87.367566,35.005196,-2.614859,107.554509,-6.869958,782.788034,97.367566,36.262455,-3.733643,,,,,,
IMG_1906.jpg,107.554511,-6.869956,782.574469,10.000000,0.697185,-0.434745,10.000000,10.000000,0.656175,-0.424480,-0.460040,0.196839,93.545828,86.939707,34.202996,-4.739646,107.554507,-6.869960,782.771308,96.939707,34.900181,-5.174391,,,,,,
IMG_1907.jpg,107.554511,-6.869961,782.462845,10.000000,0.727818,-0.657864,10.000000,10.000000,0.718520,-0.647637,-0.016118,0.310768,93.294135,88.352780,29.858361,-2.461737,107.554505,-6.869961,782.773613,98.352780,30.586179,-3.119601,,,,,,
IMG_1908.jpg,107.554506,-6.869961,782.195077,10.000000,0.670769,-0.245535,10.000000,10.000000,0.695446,-0.296757,-0.251889,0.576309,92.445538,88.354352,26.898998,-4.016203,107.554503,-6.869963,782.771386,98.354352,27.569767,-4.261738,,,,,,
IMG_1909.jpg,107.554506,-6.869967,782.536192,10.000000,0.623626,-0.461993,10.000000,10.000000,0.681693,-0.513248,0.383449,0.232911,92.071848,88.546597,25.091860,-2.669061,107.554501,-6.869964,782.769103,98.546597,25.715486,-3.131054,,,,,,
IMG_1910.jpg,107.554506,-6.869964,782.452326,10.000000,0.671401,-0.584782,10.000000,10.000000,0.714979,-0.636060,-0.075558,0.317670,89.713596,87.020151,21.595535,-3.107328,107.554500,-6.869965,782.769996,97.020151,22.266936,-3.692110,,,,,,
IMG_1911.jpg,107.554506,-6.869964,782.452326,10.000000,0.817051,-0.731911,10.000000,10.000000,0.860792,-0.783214,-0.172743,0.312568,89.925606,86.987055,22.594490,-3.058730,107.554499,-6.869966,782.764894,96.987055,23.411541,-3.790641,,,,,,
IMG_1912.jpg,107.554506,-6.869964,782.447734,10.000000,0.992839,-0.916449,10.000000,10.000000,1.038067,-0.967781,-0.195683,0.320455,90.109286,87.528377,21.339873,-1.753982,107.554497,-6.869966,782.768189,97.528377,22.332712,-2.670431,,,,,,
IMG_1913.jpg,107.554497,-6.869964,782.288562,10.000000,0.655669,-0.132145,10.000000,10.000000,0.643802,-0.109812,-0.419500,0.475860,88.691239,86.405266,19.724455,-3.348411,107.554496,-6.869968,782.764422,96.405266,20.380124,-3.480556,,,,,,
IMG_1914.jpg,107.554497,-6.869964,782.246924,10.000000,0.811124,-0.264114,10.000000,10.000000,0.795945,-0.241806,-0.557184,0.514398,90.195161,88.233373,18.441226,-3.155972,107.554495,-6.869969,782.761321,98.233373,19.252350,-3.420086,,,,,,
IMG_1915.jpg,107.554489,-6.869961,782.327496,10.000000,1.222751,0.557522,10.000000,10.000000,1.227033,0.542965,-1.006763,0.444103,88.731876,86.370633,20.229232,-2.058597,107.554494,-6.869970,782.771599,96.370633,21.451983,-1.501075,,,,,,
IMG_1916.jpg,107.554497,-6.869964,783.619647,10.000000,1.418437,-0.793149,10.000000,10.000000,1.400265,-0.770928,-0.796427,-0.855638,89.451420,87.125843,20.192116,-1.709508,107.554490,-6.869971,782.764009,97.125843,21.610553,-2.502657,,,,,,
IMG_1917.jpg,107.554511,-6.869947,783.351698,10.000000,1.633103,-0.546333,10.000000,10.000000,1.607608,-0.535980,1.407977,-0.561010,104.607996,94.592987,43.341926,-10.792453,107.554506,-6.869934,782.790688,104.592987,44.975029,-11.338786,,,,,,
IMG_1918.jpg,107.554511,-6.869950,783.283476,10.000000,2.270758,-0.722383,10.000000,10.000000,2.266974,-0.712041,2.086762,-0.526871,106.112636,96.522272,42.335201,-12.291190,107.554505,-6.869931,782.756605,106.522272,44.605959,-13.013573,,,,,,
IMG_1919.jpg,107.554511,-6.869939,782.788502,10.000000,1.533762,-0.899487,10.000000,10.000000,1.537246,-0.889156,1.252698,-0.057240,100.213366,93.085467,36.489230,-6.808125,107.554503,-6.869928,782.731262,103.085467,38.022992,-7.707612,,,,,,
IMG_1920.jpg,107.554511,-6.869936,782.358519,10.000000,1.428111,-0.489107,10.000000,10.000000,1.412832,-0.478701,1.277968,0.365704,95.459061,91.071515,28.507676,-2.392482,107.554507,-6.869924,782.724223,101.071515,29.935787,-2.881589,,,,,,
IMG_1921.jpg,107.554481,-6.869928,781.317078,10.000000,1.501725,0.606803,10.000000,10.000000,1.478017,0.555442,-0.183420,1.357342,109.305767,99.207559,43.869524,-13.456438,107.554486,-6.869930,782.674420,109.207559,45.371249,-12.849635,,,,,,
IMG_1922.jpg,107.554475,-6.869928,781.440196,10.000000,1.432617,0.736379,10.000000,10.000000,1.427438,0.734076,-0.195066,1.208578,108.865847,98.305371,44.740128,-13.643598,107.554482,-6.869930,782.648774,108.305371,46.172745,-12.907219,,,,,,
IMG_1923.jpg,107.554475,-6.869928,781.440196,10.000000,1.269607,0.440879,10.000000,10.000000,1.264706,0.438536,-0.172522,1.173628,113.728685,101.782664,48.403818,-15.217532,107.554479,-6.869930,782.613824,111.782664,49.673425,-14.776653,,,,,,
IMG_1924.jpg,107.554458,-6.869931,781.798606,10.000000,1.702370,1.354677,10.000000,10.000000,1.712895,1.389015,-0.563619,0.828841,102.669957,97.195328,30.300432,-13.269216,107.554471,-6.869936,782.627447,107.195328,32.002802,-11.914539,,,,,,
IMG_1925.jpg,107.554458,-6.869933,781.702458,10.000000,1.485079,1.134096,10.000000,10.000000,1.520680,1.168402,-0.409907,0.882769,104.318200,98.525978,31.612715,-13.249714,107.554469,-6.869937,782.585227,108.525978,33.097794,-12.115618,,,,,,
IMG_1926.jpg,107.554458,-6.869933,781.774232,10.000000,1.294989,0.786753,10.000000,10.000000,1.332456,0.820996,-0.614548,0.850725,101.008737,95.649266,30.306005,-11.641684,107.554465,-6.869939,782.624957,105.649266,31.600994,-10.854931,,,,,,
IMG_1927.jpg,107.554450,-6.869933,781.516879,10.000000,1.773519,1.236582,10.000000,10.000000,1.786018,1.233909,-0.722947,1.069897,95.884554,93.531661,20.623317,-4.511640,107.554461,-6.869940,782.586776,103.531661,22.396836,-3.275058,,,,,,
IMG_1928.jpg,107.554450,-6.869942,781.217934,10.000000,1.732023,1.062192,10.000000,10.000000,1.730220,1.059484,0.042100,1.367253,91.312612,90.146134,14.025820,-3.865753,107.554460,-6.869942,782.585187,100.146134,15.757843,-2.803561,,,,,,
IMG_1929.jpg,107.554444,-6.869944,781.114387,10.000000,2.009540,1.338350,10.000000,10.000000,2.033190,1.384720,0.258242,1.466193,90.160095,89.566239,9.449055,-4.176945,107.554457,-6.869942,782.580580,99.566239,11.458595,-2.838595,,,,,,
IMG_1930.jpg,107.554444,-6.869942,780.970491,10.000000,1.907934,1.037763,10.000000,10.000000,1.933195,1.084089,0.038589,1.600158,91.637771,90.533401,13.577271,-4.103896,107.554454,-6.869942,782.570649,100.533401,15.485205,-3.066133,,,,,,
IMG_1931.jpg,107.554444,-6.869947,781.039980,10.000000,1.793442,0.800854,10.000000,10.000000,1.806851,0.847143,0.489888,1.518904,88.983663,88.406025,9.456532,-3.611245,107.554452,-6.869943,782.558884,98.406025,11.249974,-2.810391,,,,,,
IMG_1932.jpg,107.554444,-6.869947,781.007156,10.000000,1.701961,0.504805,10.000000,10.000000,1.707134,0.551054,0.552388,1.518391,88.912784,87.315756,16.459166,-3.246195,107.554449,-6.869942,782.525547,97.315756,18.161127,-2.741390,,,,,,
IMG_1933.jpg,107.554444,-6.869942,782.208746,10.000000,0.378285,0.136370,10.000000,10.000000,0.390789,0.182561,-0.043703,0.342750,89.321918,89.224454,-4.052365,0.990034,107.554446,-6.869942,782.551496,99.224454,-3.674080,1.126404,,,,,,
IMG_1934.jpg,107.554436,-6.869944,782.129434,10.000000,1.097604,0.956798,10.000000,10.000000,1.091531,0.966132,0.281326,0.422947,91.829659,91.802442,0.776764,-2.096333,107.554445,-6.869941,782.552381,101.802442,1.874368,-1.139535,,,,,,
IMG_1935.jpg,107.554436,-6.869944,782.129434,10.000000,0.958330,0.703893,10.000000,10.000000,0.939310,0.713198,0.463340,0.398708,91.606675,91.589601,1.648607,-0.640390,107.554442,-6.869940,782.528142,101.589601,2.606937,0.063503,,,,,,
IMG_1936.jpg,107.554444,-6.869944,782.006152,10.000000,0.934637,-0.429012,10.000000,10.000000,0.878236,-0.382885,0.617984,0.492740,90.558247,90.523428,2.117219,-1.349939,107.554441,-6.869938,782.498892,100.523428,3.051856,-1.778951,,,,,,
IMG_1937.jpg,107.554450,-6.869944,783.029560,10.000000,2.067491,-1.171539,10.000000,10.000000,2.109326,-1.174649,-1.689343,-0.464298,88.951888,88.857021,-4.009019,-0.892125,107.554439,-6.869959,782.565262,98.857021,-1.941528,-2.063664,,,,,,
IMG_1938.jpg,107.554450,-6.869956,783.033550,10.000000,1.567426,-1.379780,10.000000,10.000000,1.553786,-1.382926,-0.517231,-0.483981,88.091814,87.909592,-5.648139,-0.412123,107.554437,-6.869961,782.549569,97.909592,-4.080713,-1.791903,,,,,,
IMG_1939.jpg,107.554450,-6.869956,783.033550,10.000000,1.654461,-1.469251,10.000000,10.000000,1.641104,-1.472411,-0.538540,-0.484979,89.029810,88.777027,-6.699666,0.247075,107.554437,-6.869961,782.548571,98.777027,-5.045205,-1.222176,,,,,,
IMG_1940.jpg,107.554450,-6.869950,783.288345,10.000000,0.920327,-0.531992,10.000000,10.000000,0.922813,-0.534966,0.019315,-0.751679,90.017714,87.757461,19.377488,-5.131260,107.554445,-6.869950,782.536666,97.757461,20.297815,-5.663252,,,,,,
IMG_1941.jpg,107.554458,-6.869944,783.370930,10.000000,1.796717,-1.488853,10.000000,10.000000,1.785895,-1.454986,-0.619799,-0.829630,89.205259,88.208035,13.038538,-2.630072,107.554445,-6.869950,782.541300,98.208035,14.835255,-4.118925,,,,,,
IMG_1942.jpg,107.554450,-6.869972,783.292686,10.000000,0.921417,-0.366701,10.000000,10.000000,0.910293,-0.369729,0.456023,-0.695684,87.821260,87.667775,2.735706,4.410326,107.554447,-6.869968,782.597002,97.667775,3.657123,4.043625,,,,,,
IMG_1943.jpg,107.554450,-6.869964,783.124558,10.000000,0.797074,-0.378080,10.000000,10.000000,0.792660,-0.381111,-0.455425,-0.525026,90.835248,90.743981,3.144422,2.585516,107.554447,-6.869968,782.599532,100.743981,3.941496,2.207436,,,,,,
IMG_1944.jpg,107.554450,-6.869964,783.124558,10.000000,0.831451,-0.411793,10.000000,10.000000,0.827074,-0.414830,-0.476528,-0.533749,91.093003,90.919436,5.602082,0.456098,107.554446,-6.869968,782.590809,100.919436,6.433533,0.044305,,,,,,
IMG_1945.jpg,107.554444,-6.869956,782.392096,10.000000,1.453498,0.074089,10.000000,10.000000,1.408860,0.120162,-1.392639,0.176083,90.826408,90.312503,9.602646,-0.936731,107.554445,-6.869969,782.568179,100.312503,11.056144,-0.862642,,,,,,
IMG_1946.jpg,107.554436,-6.869953,783.316865,10.000000,1.754259,1.568702,10.000000,10.000000,1.766426,1.578088,0.262274,-0.749075,90.381515,90.233155,4.785803,-1.972845,107.554450,-6.869951,782.567790,100.233155,6.540062,-0.404143,,,,,,
IMG_1947.jpg,107.554450,-6.869950,783.785066,10.000000,1.457209,0.522629,10.000000,10.000000,1.456723,0.519829,0.510330,-1.261500,88.384106,88.297334,-0.089841,3.914463,107.554455,-6.869945,782.523566,98.297334,1.367368,4.437092,,,,,,
IMG_1948.jpg,107.554450,-6.869947,783.824625,10.000000,1.664396,0.801239,10.000000,10.000000,1.654171,0.798497,0.617063,-1.310694,88.530324,88.277184,-6.459948,1.739578,107.554457,-6.869941,782.513931,98.277184,-4.795552,2.540817,,,,,,
IMG_1949.jpg,107.554458,-6.869942,783.876833,10.000000,1.577559,0.484482,10.000000,10.000000,1.603787,0.518698,0.665257,-1.364008,91.434005,91.279237,-5.297024,-0.468660,107.554463,-6.869936,782.512825,101.279237,-3.719465,0.015822,,,,,,
IMG_1950.jpg,107.554458,-6.869939,783.189026,10.000000,1.346536,1.012681,10.000000,10.000000,1.377767,1.046985,0.577122,-0.684832,87.660873,87.561807,4.072973,-0.877261,107.554467,-6.869934,782.504194,97.561807,5.419509,0.135420,,,,,,
IMG_1951.jpg,107.554475,-6.869931,782.929025,10.000000,0.447391,-0.186361,10.000000,10.000000,0.460278,-0.188793,0.129565,-0.399282,87.464102,87.124673,6.789797,3.627547,107.554473,-6.869930,782.529743,97.124673,7.237188,3.441186,,,,,,
IMG_1952.jpg,107.554475,-6.869931,782.929025,10.000000,0.592427,0.015403,10.000000,10.000000,0.628330,0.013015,0.469484,-0.417390,89.102161,89.026910,3.089176,1.965016,107.554475,-6.869927,782.511635,99.026910,3.681603,1.980419,,,,,,
IMG_1953.jpg,107.554475,-6.869925,782.631919,10.000000,0.453897,0.435615,10.000000,10.000000,0.451727,0.433297,0.081836,-0.098049,86.879682,86.541080,7.393355,2.014653,107.554479,-6.869924,782.533870,96.541080,7.847252,2.450268,,,,,,
IMG_1954.jpg,107.554475,-6.869922,782.455524,10.000000,0.751001,0.731894,10.000000,10.000000,0.744115,0.729635,0.125742,0.074351,91.081684,91.049338,2.413312,0.259013,107.554482,-6.869921,782.529875,101.049338,3.164313,0.990907,,,,,,
IMG_1955.jpg,107.554481,-6.869911,782.082990,10.000000,1.254221,1.087662,10.000000,10.000000,1.213706,1.036441,-0.375361,0.507913,90.673725,90.443899,6.197795,-1.792473,107.554490,-6.869914,782.590903,100.443899,7.452016,-0.704811,,,,,,
IMG_1956.jpg,107.554511,-6.869919,782.225812,10.000000,1.456735,0.512096,10.000000,10.000000,1.502599,0.522620,-1.280842,0.586614,100.044908,90.934182,40.885129,-8.268267,107.554516,-6.869931,782.812426,100.934182,42.341864,-7.756171,,,,,,
IMG_1957.jpg,107.554511,-6.869922,781.814529,10.000000,1.441076,0.819233,10.000000,10.000000,1.459311,0.829812,-0.726855,0.955344,95.072659,88.195789,35.224091,-4.424568,107.554519,-6.869929,782.769873,98.195789,36.665167,-3.605335,,,,,,
IMG_1958.jpg,107.554506,-6.869914,781.842081,10.000000,2.295963,1.764475,10.000000,10.000000,2.251182,1.713711,-1.130648,0.923390,91.374448,87.287819,26.676873,-4.297785,107.554522,-6.869924,782.765471,97.287819,28.972836,-2.533310,,,,,,
IMG_1959.jpg,107.554506,-6.869911,782.033880,10.000000,2.330813,1.938550,10.000000,10.000000,2.294834,1.887827,-1.096444,0.707238,96.436785,91.175719,30.512995,-7.483232,107.554523,-6.869921,782.741117,101.175719,32.843808,-5.544682,,,,,,
IMG_1960.jpg,107.554511,-6.869908,781.961202,10.000000,2.142286,1.616334,10.000000,10.000000,2.171080,1.627074,-1.217833,0.763612,91.475114,87.650564,25.912137,-3.692713,107.554526,-6.869919,782.724814,97.650564,28.054423,-2.076379,,,,,,
IMG_1961.jpg,107.554511,-6.869903,781.917952,10.000000,2.637830,2.171405,10.000000,10.000000,2.635144,2.182248,-1.255680,0.777846,92.926397,89.286708,25.011253,-6.134848,107.554531,-6.869914,782.695798,99.286708,27.649083,-3.963443,,,,,,
IMG_1962.jpg,107.554506,-6.869906,782.821792,10.000000,0.699807,-0.655635,10.000000,10.000000,0.751700,-0.706667,0.081774,-0.242874,88.119067,87.430813,10.950370,0.955124,107.554500,-6.869905,782.578918,97.430813,11.650177,0.299489,,,,,,
IMG_1963.jpg,107.554567,-6.869875,782.303104,10.000000,1.290382,-0.889168,10.000000,10.000000,1.316780,-0.926878,-0.536919,0.765849,122.119053,98.889161,69.679187,-16.697536,107.554559,-6.869880,783.068953,108.889161,70.969569,-17.586704,,,,,,
IMG_1964.jpg,107.554567,-6.869875,781.963314,10.000000,1.403505,-0.814505,10.000000,10.000000,1.425863,-0.852194,-0.236750,1.118392,116.492390,93.531752,68.434204,-11.791868,107.554559,-6.869877,783.081706,103.531752,69.837709,-12.606373,,,,,,
IMG_1965.jpg,107.554567,-6.869867,782.143967,10.000000,1.367297,-0.831299,10.000000,10.000000,1.376821,-0.868968,-0.500261,0.943541,111.292701,91.246741,63.186330,-8.221029,107.554559,-6.869872,783.087508,101.246741,64.553627,-9.052328,,,,,,
IMG_1966.jpg,107.554558,-6.869864,782.071995,10.000000,1.115487,0.064344,10.000000,10.000000,1.113051,0.100378,-0.469864,1.004010,108.024379,90.906859,57.417477,-10.413584,107.554559,-6.869868,783.076005,100.906859,58.532964,-10.349240,,,,,,
IMG_1967.jpg,107.554558,-6.869858,782.183164,10.000000,1.007876,0.133098,10.000000,10.000000,1.029378,0.169167,-0.460869,0.904766,114.798538,94.106334,64.765533,-11.319367,107.554560,-6.869862,783.087930,104.106334,65.773409,-11.186269,,,,,,
IMG_1968.jpg,107.554558,-6.869853,781.967232,10.000000,1.280875,0.123813,10.000000,10.000000,1.272828,0.159897,-0.618763,1.100753,111.679758,91.539149,63.025567,-10.987743,107.554559,-6.869859,783.067985,101.539149,64.306442,-10.863930,,,,,,
IMG_1969.jpg,107.554558,-6.869847,782.383567,10.000000,1.045885,0.135824,10.000000,10.000000,1.069368,0.171927,-0.799674,0.688847,117.068729,94.523341,67.472979,-14.758806,107.554560,-6.869854,783.072414,104.523341,68.518864,-14.622982,,,,,,
IMG_1970.jpg,107.554550,-6.869839,782.420965,10.000000,1.729164,1.151569,10.000000,10.000000,1.720667,1.150861,-1.098159,0.655942,121.796032,92.945655,76.257935,-19.496308,107.554560,-6.869849,783.076906,102.945655,77.987099,-18.344739,,,,,,
IMG_1971.jpg,107.554558,-6.869836,782.584233,10.000000,1.173088,0.112887,10.000000,10.000000,1.187979,0.149023,-1.081879,0.467574,120.587799,92.098239,76.055044,-16.581977,107.554559,-6.869846,783.051807,102.098239,77.228132,-16.469090,,,,,,
IMG_1972.jpg,107.554550,-6.869831,782.857700,10.000000,1.769386,1.098988,10.000000,10.000000,1.730787,1.098297,-1.320837,0.211559,143.146979,111.034275,83.259381,-35.075959,107.554560,-6.869843,783.069258,121.034275,85.028767,-33.976971,,,,,,
IMG_1973.jpg,107.554550,-6.869831,782.857700,10.000000,1.503590,1.027052,10.000000,10.000000,1.467801,1.026363,-1.031315,0.193414,128.154301,97.372443,80.649533,-20.923312,107.554559,-6.869840,783.051113,107.372443,82.153123,-19.896260,,,,,,
IMG_1974.jpg,107.554550,-6.869825,782.939489,10.000000,1.736153,0.960002,10.000000,10.000000,1.735276,0.959313,-1.443229,0.089392,127.999297,97.039392,80.021436,-23.743341,107.554559,-6.869838,783.028881,107.039392,81.757589,-22.783339,,,,,,
IMG_1975.jpg,107.554550,-6.869819,783.371394,10.000000,1.927462,0.978558,10.000000,10.000000,1.968124,0.977888,-1.674098,-0.338588,123.658903,90.000594,83.534908,-14.606044,107.554559,-6.869834,783.032805,100.000594,85.462370,-13.627486,,,,,,
IMG_1976.jpg,107.554550,-6.869819,783.371394,10.000000,1.662995,0.835670,10.000000,10.000000,1.703346,0.834989,-1.440826,-0.358055,134.161613,103.933196,80.602836,-26.465302,107.554558,-6.869832,783.013339,113.933196,82.265831,-25.629632,,,,,,
IMG_1977.jpg,107.554550,-6.869817,783.491297,10.000000,1.707911,0.799936,10.000000,10.000000,1.676275,0.799261,-1.384503,-0.504212,147.879373,115.429153,83.845098,-38.915541,107.554557,-6.869830,782.987084,125.429153,85.553009,-38.115605,,,,,,
IMG_1978.jpg,107.554550,-6.869811,783.576989,10.000000,2.015196,0.802125,10.000000,10.000000,2.024822,0.801461,-1.764401,-0.586902,133.481434,99.841950,85.369263,-23.684743,107.554557,-6.869827,782.990087,109.841950,87.384459,-22.882618,,,,,,
IMG_1979.jpg,107.554550,-6.869811,783.576989,10.000000,1.754239,0.627060,10.000000,10.000000,1.763788,0.626380,-1.530721,-0.612769,137.570663,106.787077,81.651310,-29.245020,107.554556,-6.869825,782.964220,116.787077,83.405549,-28.617960,,,,,,
IMG_1980.jpg,107.554550,-6.869806,783.257700,10.000000,1.995897,0.529679,10.000000,10.000000,1.948112,0.528995,-1.848377,-0.314336,149.488399,116.478508,84.410967,-40.673422,107.554555,-6.869823,782.943364,126.478508,86.406864,-40.143743,,,,,,
IMG_1981.jpg,107.554550,-6.869806,783.257700,10.000000,1.723554,0.503938,10.000000,10.000000,1.676346,0.503261,-1.567993,-0.313470,197.831322,158.257710,86.250929,-81.562898,107.554555,-6.869820,782.944229,168.257710,87.974483,-81.058960,,,,,,
IMG_1982.jpg,107.554550,-6.869806,782.964765,10.000000,1.382190,0.246340,10.000000,10.000000,1.332804,0.245637,-1.308148,-0.069124,143.922039,111.374917,83.779469,-35.919098,107.554552,-6.869818,782.895641,121.374917,85.161659,-35.672758,,,,,,
IMG_1983.jpg,107.554542,-6.869800,783.045453,10.000000,2.012411,1.078872,10.000000,10.000000,1.991634,1.041320,-1.691583,-0.144236,218.941711,-130.650244,84.353996,-154.111615,107.554551,-6.869815,782.901217,-120.650244,86.366407,-153.032743,,,,,,
IMG_1984.jpg,107.554542,-6.869797,782.870823,10.000000,2.051004,1.003161,10.000000,10.000000,2.053630,0.965606,-1.812355,0.019258,221.787964,-116.113684,82.033955,-170.229092,107.554551,-6.869813,782.890080,-106.113684,84.084959,-169.225931,,,,,,
IMG_1985.jpg,107.554542,-6.869797,782.870823,10.000000,1.830737,0.830231,10.000000,10.000000,1.835164,0.792658,-1.655149,0.001307,217.376440,-130.315226,81.956530,-153.471776,107.554549,-6.869812,782.872130,-120.315226,83.787267,-152.641545,,,,,,
IMG_1986.jpg,107.554542,-6.869797,782.870823,10.000000,1.693548,0.752070,10.000000,10.000000,1.698459,0.714490,-1.540864,-0.002309,220.663411,-122.438840,81.498574,-164.496364,107.554548,-6.869811,782.868514,-112.438840,83.192122,-163.744294,,,,,,
IMG_1987.jpg,107.554528,-6.869789,784.223441,10.000000,3.237409,1.958075,10.000000,10.000000,3.212686,1.932731,-2.223338,-1.281668,215.053416,-113.261563,59.360554,-172.904929,107.554545,-6.869809,782.941773,-103.261563,62.597963,-170.946854,,,,,,
IMG_1988.jpg,107.554536,-6.869794,783.308952,10.000000,1.938921,1.067514,10.000000,10.000000,1.984371,1.079022,-1.626740,-0.356594,213.859318,-119.250714,65.233888,-165.104861,107.554546,-6.869809,782.952358,-109.250714,67.172809,-164.037347,,,,,,
IMG_1989.jpg,107.554542,-6.869794,783.230397,10.000000,1.664366,0.466045,10.000000,10.000000,1.699837,0.428427,-1.619633,-0.287548,213.335653,-122.586569,69.699434,-160.083175,107.554546,-6.869809,782.942849,-112.586569,71.363800,-159.617130,,,,,,
IMG_1990.jpg,107.554542,-6.869794,783.132319,10.000000,1.647086,0.469299,10.000000,10.000000,1.682729,0.431682,-1.614726,-0.194645,214.013007,-124.129632,74.553409,-157.591849,107.554546,-6.869809,782.937674,-114.129632,76.200495,-157.122550,,,,,,
IMG_1991.jpg,107.554542,-6.869794,783.396448,10.000000,1.666378,0.492755,10.000000,10.000000,1.699798,0.455143,-1.570879,-0.463138,214.585881,-116.389932,69.324206,-166.417062,107.554546,-6.869808,782.933310,-106.389932,70.990584,-165.924307,,,,,,
IMG_1992.jpg,107.554558,-6.869789,783.709353,10.000000,0.948038,-0.544660,10.000000,10.000000,0.917061,-0.508436,-0.702294,-0.298793,216.877029,-106.698590,61.792400,-178.417365,107.554553,-6.869795,783.410560,-96.698590,62.740438,-178.962025,,,,,,
IMG_1993.jpg,107.554550,-6.869783,783.019176,10.000000,1.412037,0.473061,10.000000,10.000000,1.444117,0.472455,-1.309001,0.385718,217.529372,-110.725859,66.146433,-175.166952,107.554554,-6.869795,783.404894,-100.725859,67.558470,-174.693891,,,,,,
IMG_1994.jpg,107.554550,-6.869786,782.393732,10.000000,1.441688,0.599906,10.000000,10.000000,1.447985,0.599324,-0.815676,1.035444,211.173055,-127.393880,66.494495,-154.736359,107.554555,-6.869793,783.429176,-117.393880,67.936183,-154.136453,,,,,,
IMG_1995.jpg,107.554550,-6.869786,782.099174,10.000000,1.647190,0.612007,10.000000,10.000000,1.652561,0.611428,-0.779938,1.322426,214.210404,-134.621152,68.815542,-151.748687,107.554556,-6.869793,783.421600,-124.621152,70.462732,-151.136680,,,,,,
IMG_1996.jpg,107.554550,-6.869786,782.112205,10.000000,1.626902,0.601957,10.000000,10.000000,1.632264,0.601377,-0.769120,1.308086,214.477434,-135.869608,71.360675,-149.825476,107.554555,-6.869793,783.420290,-125.869608,72.987577,-149.223519,,,,,,
IMG_1997.jpg,107.554542,-6.869792,783.092499,10.000000,1.541726,1.080854,10.000000,10.000000,1.488969,1.043334,-1.036159,0.234223,215.973961,-107.230959,57.805591,178.338966,107.554551,-6.869801,783.326721,-97.230959,59.347317,179.419820,,,,,,
IMG_1998.jpg,107.554558,-6.869794,782.713677,10.000000,1.215173,-0.612549,10.000000,10.000000,1.232822,-0.576357,-0.917324,0.588370,207.322912,-101.618487,51.039267,173.353587,107.554553,-6.869802,783.302047,-91.618487,52.254440,172.741038,,,,,,
IMG_1999.jpg,107.554550,-6.869794,782.403724,10.000000,1.312783,0.340481,10.000000,10.000000,1.346097,0.339831,-0.943147,0.898313,212.723191,-105.885404,53.268521,176.640601,107.554553,-6.869803,783.302037,-95.885404,54.581304,176.981082,,,,,,
IMG_2001.jpg,107.554567,-6.869794,781.686676,10.000000,2.395015,-1.730748,10.000000,10.000000,2.429673,-1.768258,-0.382791,1.621741,214.164458,-98.218615,70.343558,176.836938,107.554551,-6.869797,783.308416,-88.218615,72.738573,175.106190,,,,,,
IMG_2002.jpg,107.554567,-6.869794,781.959190,10.000000,2.186897,-1.701926,10.000000,10.000000,2.223178,-1.739430,-0.333141,1.343846,215.678667,-100.448025,70.161871,177.495897,107.554551,-6.869797,783.303036,-90.448025,72.348768,175.793971,,,,,,
IMG_2003.jpg,107.554567,-6.869792,782.082063,10.000000,2.174106,-1.692445,10.000000,10.000000,2.193558,-1.729948,-0.565329,1.224491,203.746528,-95.814306,59.310078,169.748582,107.554551,-6.869797,783.306554,-85.814306,61.484184,168.056137,,,,,,
IMG_2004.jpg,107.554567,-6.869792,782.134488,10.000000,2.151885,-1.702923,10.000000,10.000000,2.171574,-1.740427,-0.572686,1.165624,209.303691,-96.066789,70.454641,172.091112,107.554551,-6.869797,783.300111,-86.066789,72.606526,170.388189,,,,,,
IMG_2005.jpg,107.554550,-6.869764,782.768303,10.000000,1.266525,-0.711929,10.000000,10.000000,1.261287,-0.712619,-0.537240,0.891287,209.160949,-103.357290,45.157219,176.143120,107.554544,-6.869769,783.659590,-93.357290,46.423744,175.431191,,,,,,
IMG_2006.jpg,107.554550,-6.869758,782.618656,10.000000,1.683681,-0.718518,10.000000,10.000000,1.708291,-0.719206,-1.175765,1.009246,212.316017,-108.340292,50.174319,-175.564831,107.554543,-6.869769,783.627901,-98.340292,51.858000,-176.283349,,,,,,
IMG_2007.jpg,107.554550,-6.869761,783.006709,10.000000,1.358021,-0.993569,10.000000,10.000000,1.363940,-0.994292,-0.668592,0.651690,212.076156,-114.372151,42.154255,-173.546322,107.554541,-6.869767,783.658399,-104.372151,43.512276,-174.539891,,,,,,
